premise,hypothesis,extra,label,generic,concept,hyp_type_pl,reasoning_steps,reasoning_type,extra_type
Songbirds eat seeds. Songbirds that are sick or injured and can't digest seeds properly are songbirds. Goqs are songbirds that are sick or injured and can't digest seeds properly.,Goqs eat seeds.,Songbirds that are sick or injured and can't digest seeds properly do not eat seeds.,W,Songbirds eat seeds.,Songbirds,Goqs,2,W-case,Real
Songbirds eat seeds. Yebs are songbirds. Goqs are Yebs.,Goqs eat seeds.,Yebs eat seeds,S,Songbirds eat seeds.,Songbirds,Goqs,2,S-case,Nonsense
Songbirds eat seeds. Yebs are songbirds. Goqs are Yebs.,Goqs eat seeds.,Yebs do not eat seeds,W,Songbirds eat seeds.,Songbirds,Goqs,2,W-case,Nonsense
Birds sit in rivers. A Dofik is a bird.,A Dofik sits in rivers.,A green-winged teal is a bird. A green-winged teal sits in rivers.,S,Birds sit in rivers.,Birds,Dofiks,1,S-case,Real
Birds sit in rivers. A Dofik is a bird.,A Dofik sits in rivers.,A Yeb is a bird. A Yeb sits in rivers.,S,Birds sit in rivers.,Birds,Dofiks,1,S-case,Nonsense
Birds sit in rivers. A Dofik is a bird.,A Dofik sits in rivers.,Seagulls are birds. Seagulls do not sit in rivers.,W,Birds sit in rivers.,Birds,Dofiks,1,W-case,Real
Birds sit in rivers. A Dofik is a bird.,A Dofik sits in rivers.,A Yeb is a bird. Yebs do not sit in rivers.,W,Birds sit in rivers.,Birds,Dofiks,1,W-case,Nonsense
Birds sit in rivers. A Dofik is a bird.,A Dofik sits in rivers.,Fish are not birds. Fish sit in rivers.,N,Birds sit in rivers.,Birds,Dofiks,1,S-alt,Real
Birds sit in rivers. A Dofik is a bird.,A Dofik sits in rivers.,A Yeb is not a bird. A Yeb sits in rivers.,N,Birds sit in rivers.,Birds,Dofiks,1,S-alt,Nonsense
Birds sit in rivers. A Dofik is a bird.,A Dofik sits in rivers.,Birds sit on the ground.,N,Birds sit in rivers.,Birds,Dofiks,1,N-prop,Real
Birds sit in rivers. A green-winged teal is a bird. A Dofik is a green-winged teal.,A Dofik sits in rivers.,A green-winged teal sits in rivers.,S,Birds sit in rivers.,Birds,Dofiks,2,S-case,Real
Birds sit in rivers. Seagulls are birds. Dofiks are seagulls.,A Dofik sits in rivers.,Seagulls do not sit in rivers.,W,Birds sit in rivers.,Birds,Dofiks,2,W-case,Real
Birds sit in rivers. A Wumox is a bird. A Dofik is a Wumox.,A Dofik sits in rivers.,A Wumox sits in rivers,S,Birds sit in rivers.,Birds,Dofiks,2,S-case,Nonsense
Birds sit in rivers. A Wumox is a bird. A Dofik is a Wumox.,A Dofik sits in rivers.,Wumoxes do not sit in rivers,W,Birds sit in rivers.,Birds,Dofiks,2,W-case,Nonsense
Eagles eat prey. A Wumox is an eagle.,A Wumox eats prey.,A white-tailed eagle is an eagle. A white-tailed eagle eats prey.,S,Eagles eat prey.,Eagles,Wumoxes,1,S-case,Real
Eagles eat prey. A Wumox is an eagle.,A Wumox eats prey.,A Bafu is an eagle. A Bafu eats prey.,S,Eagles eat prey.,Eagles,Wumoxes,1,S-case,Nonsense
Eagles eat prey. A Wumox is an eagle.,A Wumox eats prey.,Eagles that are sick or injured are eagles. Eagles that are sick or injured do not eat prey.,W,Eagles eat prey.,Eagles,Wumoxes,1,W-case,Real
Eagles eat prey. A Wumox is an eagle.,A Wumox eats prey.,A Bafu is an eagle. Bafus do not eat prey.,W,Eagles eat prey.,Eagles,Wumoxes,1,W-case,Nonsense
Eagles eat prey. A Wumox is an eagle.,A Wumox eats prey.,Crocodiles are not eagles. Crocodiles eat prey.,N,Eagles eat prey.,Eagles,Wumoxes,1,S-alt,Real
Eagles eat prey. A Wumox is an eagle.,A Wumox eats prey.,A Bafu is not an eagle. A Bafu eats prey.,N,Eagles eat prey.,Eagles,Wumoxes,1,S-alt,Nonsense
Eagles eat prey. A Wumox is an eagle.,A Wumox eats prey.,Eagles eat meat.,N,Eagles eat prey.,Eagles,Wumoxes,1,N-prop,Real
Eagles eat prey. A white-tailed eagle is an eagle. A Wumox is a white-tailed eagle.,A Wumox eats prey.,A white-tailed eagle eats prey.,S,Eagles eat prey.,Eagles,Wumoxes,2,S-case,Real
Eagles eat prey. Eagles that are sick or injured are eagles. Wumoxes are eagles that are sick or injured.,A Wumox eats prey.,Eagles that are sick or injured do not eat prey.,W,Eagles eat prey.,Eagles,Wumoxes,2,W-case,Real
Eagles eat prey. A Goq is an eagle. A Wumox is a Goq.,A Wumox eats prey.,A Goq eats prey,S,Eagles eat prey.,Eagles,Wumoxes,2,S-case,Nonsense
Eagles eat prey. A Goq is an eagle. A Wumox is a Goq.,A Wumox eats prey.,Goqs do not eat prey,W,Eagles eat prey.,Eagles,Wumoxes,2,W-case,Nonsense
Falcons fold wings. A Bafu is a falcon.,A Bafu folds wings.,A gyrfalcon is a falcon. A gyrfalcon folds wings.,S,Falcons fold wings.,Falcons,Bafus,1,S-case,Real
Falcons fold wings. A Bafu is a falcon.,A Bafu folds wings.,A Goq is a falcon. A Goq folds wings.,S,Falcons fold wings.,Falcons,Bafus,1,S-case,Nonsense
Falcons fold wings. A Bafu is a falcon.,A Bafu folds wings.,Falcons that are being attacked are falcons. Falcons that are being attacked do not fold wings.,W,Falcons fold wings.,Falcons,Bafus,1,W-case,Real
Falcons fold wings. A Bafu is a falcon.,A Bafu folds wings.,A Goq is a falcon. Goqs do not fold wings.,W,Falcons fold wings.,Falcons,Bafus,1,W-case,Nonsense
Falcons fold wings. A Bafu is a falcon.,A Bafu folds wings.,Butterflies are not falcons. Butterflies fold wings.,N,Falcons fold wings.,Falcons,Bafus,1,S-alt,Real
Falcons fold wings. A Bafu is a falcon.,A Bafu folds wings.,A Goq is not a falcon. A Goq folds wings.,N,Falcons fold wings.,Falcons,Bafus,1,S-alt,Nonsense
Falcons fold wings. A gyrfalcon is a falcon. A Bafu is a gyrfalcon.,A Bafu folds wings.,A gyrfalcon folds wings.,S,Falcons fold wings.,Falcons,Bafus,2,S-case,Real
Falcons fold wings. Falcons that are being attacked are falcons. Bafus are falcons that are being attacked.,A Bafu folds wings.,Falcons that are being attacked do not fold wings.,W,Falcons fold wings.,Falcons,Bafus,2,W-case,Real
Falcons fold wings. A Dofik is a falcon. A Bafu is a Dofik.,A Bafu folds wings.,A Dofik folds wings,S,Falcons fold wings.,Falcons,Bafus,2,S-case,Nonsense
Falcons fold wings. A Dofik is a falcon. A Bafu is a Dofik.,A Bafu folds wings.,Dofiks do not fold wings,W,Falcons fold wings.,Falcons,Bafus,2,W-case,Nonsense
Penguins eat food. Wumoxes are penguins.,Wumoxes eat food.,Adelie penguins are penguins. Adelie penguins eat food.,S,Penguins eat food.,Penguins,Wumoxes,1,S-case,Real
Penguins eat food. Wumoxes are penguins.,Wumoxes eat food.,Bafus are penguins. Bafus eat food.,S,Penguins eat food.,Penguins,Wumoxes,1,S-case,Nonsense
Penguins eat food. Wumoxes are penguins.,Wumoxes eat food.,Penguins that are sick and can't eat food are penguins. Penguins that are sick and can't eat food do not eat food.,W,Penguins eat food.,Penguins,Wumoxes,1,W-case,Real
Penguins eat food. Wumoxes are penguins.,Wumoxes eat food.,Bafus are penguins. Bafus do not eat food.,W,Penguins eat food.,Penguins,Wumoxes,1,W-case,Nonsense
Penguins eat food. Wumoxes are penguins.,Wumoxes eat food.,Elephants are not penguins. Elephants eat food.,N,Penguins eat food.,Penguins,Wumoxes,1,S-alt,Real
Penguins eat food. Wumoxes are penguins.,Wumoxes eat food.,Bafus are not penguins. Bafus eat food.,N,Penguins eat food.,Penguins,Wumoxes,1,S-alt,Nonsense
Penguins eat food. Wumoxes are penguins.,Wumoxes eat food.,Penguins eat scallops.,N,Penguins eat food.,Penguins,Wumoxes,1,N-prop,Real
Penguins eat food. Adelie penguins are penguins. Wumoxes are adelie penguins.,Wumoxes eat food.,Adelie penguins eat food.,S,Penguins eat food.,Penguins,Wumoxes,2,S-case,Real
Penguins eat food. Penguins that are sick and can't eat food are penguins. Wumoxes are penguins that are sick and can't eat food.,Wumoxes eat food.,Penguins that are sick and can't eat food do not eat food.,W,Penguins eat food.,Penguins,Wumoxes,2,W-case,Real
Penguins eat food. Goqs are penguins. Wumoxes are Goqs.,Wumoxes eat food.,Goqs eat food,S,Penguins eat food.,Penguins,Wumoxes,2,S-case,Nonsense
Penguins eat food. Goqs are penguins. Wumoxes are Goqs.,Wumoxes eat food.,Goqs do not eat food,W,Penguins eat food.,Penguins,Wumoxes,2,W-case,Nonsense
Birds are beings which are capable of flight. Yebs are birds.,Yebs are beings which are capable of flight.,Falcons are birds. Falcons are beings which are capable of flight.,S,Birds are beings which are capable of flight.,Birds,Yebs,1,S-case,Real
Birds are beings which are capable of flight. Yebs are birds.,Yebs are beings which are capable of flight.,Wumoxes are birds. Wumoxes are beings which are capable of flight.,S,Birds are beings which are capable of flight.,Birds,Yebs,1,S-case,Nonsense
Birds are beings which are capable of flight. Yebs are birds.,Yebs are beings which are capable of flight.,"Ratites (emus, cassowaries, ostriches) are birds. Ratites (emus, cassowaries, ostriches) are not beings which are capable of flight.",W,Birds are beings which are capable of flight.,Birds,Yebs,1,W-case,Real
Birds are beings which are capable of flight. Yebs are birds.,Yebs are beings which are capable of flight.,Wumoxes are birds. Wumoxes are not beings which are capable of flight.,W,Birds are beings which are capable of flight.,Birds,Yebs,1,W-case,Nonsense
Birds are beings which are capable of flight. Yebs are birds.,Yebs are beings which are capable of flight.,Pterodactyls are not birds. Pterodactyls are beings which are capable of flight.,N,Birds are beings which are capable of flight.,Birds,Yebs,1,S-alt,Real
Birds are beings which are capable of flight. Yebs are birds.,Yebs are beings which are capable of flight.,Wumoxes are not birds. Wumoxes are beings which are capable of flight.,N,Birds are beings which are capable of flight.,Birds,Yebs,1,S-alt,Nonsense
Birds are beings which are capable of flight. Yebs are birds.,Yebs are beings which are capable of flight.,Birds are beings which can be found in many different parts of the world.,N,Birds are beings which are capable of flight.,Birds,Yebs,1,N-prop,Real
Birds are beings which are capable of flight. Falcons are birds. Yebs are falcons.,Yebs are beings which are capable of flight.,Falcons are beings which are capable of flight.,S,Birds are beings which are capable of flight.,Birds,Yebs,2,S-case,Real
"Birds are beings which are capable of flight. Ratites (emus, cassowaries, ostriches) are birds. Yebs are ratites (emus, cassowaries, ostriches).",Yebs are beings which are capable of flight.,"Ratites (emus, cassowaries, ostriches) are not beings which are capable of flight.",W,Birds are beings which are capable of flight.,Birds,Yebs,2,W-case,Real
Birds are beings which are capable of flight. Bafus are birds. Yebs are Bafus.,Yebs are beings which are capable of flight.,Bafus are beings which are capable of flight,S,Birds are beings which are capable of flight.,Birds,Yebs,2,S-case,Nonsense
Birds are beings which are capable of flight. Bafus are birds. Yebs are Bafus.,Yebs are beings which are capable of flight.,Bafus are not beings which are capable of flight,W,Birds are beings which are capable of flight.,Birds,Yebs,2,W-case,Nonsense
Birds descend from reptiles. Dofiks are birds.,Dofiks descend from reptiles.,Birds of prey are birds. Birds of prey descend from reptiles.,S,Birds descend from reptiles.,Birds,Dofiks,1,S-case,Real
Birds descend from reptiles. Dofiks are birds.,Dofiks descend from reptiles.,Yebs are birds. Yebs descend from reptiles.,S,Birds descend from reptiles.,Birds,Dofiks,1,S-case,Nonsense
Birds descend from reptiles. Dofiks are birds.,Dofiks descend from reptiles.,Toucans are birds. Toucans do not descend from reptiles.,W,Birds descend from reptiles.,Birds,Dofiks,1,W-case,Real
Birds descend from reptiles. Dofiks are birds.,Dofiks descend from reptiles.,Yebs are birds. Yebs do not descend from reptiles.,W,Birds descend from reptiles.,Birds,Dofiks,1,W-case,Nonsense
Birds descend from reptiles. Dofiks are birds.,Dofiks descend from reptiles.,Amphibians are not birds. Amphibians descend from reptiles.,N,Birds descend from reptiles.,Birds,Dofiks,1,S-alt,Real
Birds descend from reptiles. Dofiks are birds.,Dofiks descend from reptiles.,Yebs are not birds. Yebs descend from reptiles.,N,Birds descend from reptiles.,Birds,Dofiks,1,S-alt,Nonsense
Birds descend from reptiles. Dofiks are birds.,Dofiks descend from reptiles.,Birds descend from Archaeopteryx.,N,Birds descend from reptiles.,Birds,Dofiks,1,N-prop,Real
Birds descend from reptiles. Birds of prey are birds. Dofiks are birds of prey.,Dofiks descend from reptiles.,Birds of prey descend from reptiles.,S,Birds descend from reptiles.,Birds,Dofiks,2,S-case,Real
Birds descend from reptiles. Toucans are birds. Dofiks are toucans.,Dofiks descend from reptiles.,Toucans do not descend from reptiles.,W,Birds descend from reptiles.,Birds,Dofiks,2,W-case,Real
Birds descend from reptiles. Wumoxes are birds. Dofiks are Wumoxes.,Dofiks descend from reptiles.,Wumoxes descend from reptiles,S,Birds descend from reptiles.,Birds,Dofiks,2,S-case,Nonsense
Birds descend from reptiles. Wumoxes are birds. Dofiks are Wumoxes.,Dofiks descend from reptiles.,Wumoxes do not descend from reptiles,W,Birds descend from reptiles.,Birds,Dofiks,2,W-case,Nonsense
Owls raise heads. Dofiks are owls.,Dofiks raise heads.,Northern saw-whet owls are owls. Northern saw-whet owls raise heads.,S,Owls raise heads.,Owls,Dofiks,1,S-case,Real
Owls raise heads. Dofiks are owls.,Dofiks raise heads.,Yebs are owls. Yebs raise heads.,S,Owls raise heads.,Owls,Dofiks,1,S-case,Nonsense
Owls raise heads. Dofiks are owls.,Dofiks raise heads.,Owls that are sleeping are owls. Owls that are sleeping do not raise heads.,W,Owls raise heads.,Owls,Dofiks,1,W-case,Real
Owls raise heads. Dofiks are owls.,Dofiks raise heads.,Yebs are owls. Yebs do not raise heads.,W,Owls raise heads.,Owls,Dofiks,1,W-case,Nonsense
Owls raise heads. Dofiks are owls.,Dofiks raise heads.,Ducks are not owls. Ducks raise their heads to get a good view.,N,Owls raise heads.,Owls,Dofiks,1,S-alt,Real
Owls raise heads. Dofiks are owls.,Dofiks raise heads.,Yebs are not owls. Yebs raise heads.,N,Owls raise heads.,Owls,Dofiks,1,S-alt,Nonsense
Owls raise heads. Dofiks are owls.,Dofiks raise heads.,Owls raise their young.,N,Owls raise heads.,Owls,Dofiks,1,N-prop,Real
Owls raise heads. Northern saw-whet owls are owls. Dofiks are northern saw-whet owls.,Dofiks raise heads.,Northern saw-whet owls raise heads.,S,Owls raise heads.,Owls,Dofiks,2,S-case,Real
Owls raise heads. Owls that are sleeping are owls. Dofiks are owls that are sleeping.,Dofiks raise heads.,Owls that are sleeping do not raise heads.,W,Owls raise heads.,Owls,Dofiks,2,W-case,Real
Owls raise heads. Wumoxes are owls. Dofiks are Wumoxes.,Dofiks raise heads.,Wumoxes raise heads,S,Owls raise heads.,Owls,Dofiks,2,S-case,Nonsense
Owls raise heads. Wumoxes are owls. Dofiks are Wumoxes.,Dofiks raise heads.,Wumoxes do not raise heads,W,Owls raise heads.,Owls,Dofiks,2,W-case,Nonsense
Owls have soft plumage and demonstrate noiseless flight. A Goq is an owl.,A Goq has soft plumage and demonstrate noiseless flight.,A great horned owl is an owl. A great horned owl has soft plumage and demonstrate noiseless flight.,S,Owls have soft plumage and demonstrate noiseless flight.,Owls,Goqs,1,S-case,Real
Owls have soft plumage and demonstrate noiseless flight. A Goq is an owl.,A Goq has soft plumage and demonstrate noiseless flight.,A Dofik is an owl. A Dofik has soft plumage and demonstrate noiseless flight.,S,Owls have soft plumage and demonstrate noiseless flight.,Owls,Goqs,1,S-case,Nonsense
Owls have soft plumage and demonstrate noiseless flight. A Goq is an owl.,A Goq has soft plumage and demonstrate noiseless flight.,Snowy owls are owls. Snowy owls do not have soft plumage and demonstrate noiseless flight.,W,Owls have soft plumage and demonstrate noiseless flight.,Owls,Goqs,1,W-case,Real
Owls have soft plumage and demonstrate noiseless flight. A Goq is an owl.,A Goq has soft plumage and demonstrate noiseless flight.,A Dofik is an owl. Dofiks do not have soft plumage and demonstrate noiseless flight.,W,Owls have soft plumage and demonstrate noiseless flight.,Owls,Goqs,1,W-case,Nonsense
Owls have soft plumage and demonstrate noiseless flight. A Goq is an owl.,A Goq has soft plumage and demonstrate noiseless flight.,Doves are not owls. Doves have soft plumage and demonstrate noiseless flight.,N,Owls have soft plumage and demonstrate noiseless flight.,Owls,Goqs,1,S-alt,Real
Owls have soft plumage and demonstrate noiseless flight. A Goq is an owl.,A Goq has soft plumage and demonstrate noiseless flight.,A Dofik is not an owl. A Dofik has soft plumage and demonstrate noiseless flight.,N,Owls have soft plumage and demonstrate noiseless flight.,Owls,Goqs,1,S-alt,Nonsense
Owls have soft plumage and demonstrate noiseless flight. A Goq is an owl.,A Goq has soft plumage and demonstrate noiseless flight.,Owls have binocular vision and can rotate their heads as much as 270 degrees.,N,Owls have soft plumage and demonstrate noiseless flight.,Owls,Goqs,1,N-prop,Real
Owls have soft plumage and demonstrate noiseless flight. A great horned owl is an owl. A Goq is a great horned owl.,A Goq has soft plumage and demonstrate noiseless flight.,A great horned owl has soft plumage and demonstrate noiseless flight.,S,Owls have soft plumage and demonstrate noiseless flight.,Owls,Goqs,2,S-case,Real
